Status vozidla,Druh vozidla,Druh vozidla 2.ø. TP,Druh registraèní znaèky,Kategorie,Tovární znaèka,Obchodní oznaèení,Výrobce vozidla,Palivo,Výrobce motoru,Barva vozidla,Druh karoserie,Výrobce karoserie,Øazení pøevodovky,Spojovací zaøízení,Platnost technické prohlídky,Bez rozlišení,Rok,Mìsíc / Bez rozlišení,Vše
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,JINÉ,JINÉ,TESLA,Elektropohon,Neuvedeno,ŠEDÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2016,August,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,JINÉ,JINÉ,TESLA,Elektropohon,Neuvedeno,ŠEDÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2016,March,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,JINÉ,JINÉ,TESLA,Elektropohon,Neuvedeno,ŠEDÁ,JINÉ,TESLA,JINÉ,Ne,PLATNÁ,Vše,2015,June,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,JINÉ,JINÉ,TESLA,Elektropohon,Neuvedeno,ŠEDÁ,JINÉ,TESLA,JINÉ,Ne,PLATNÁ,Vše,2016,January,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,JINÉ,JINÉ,TESLA,Elektropohon,Neuvedeno,ŠEDÁ,JINÉ,TESLA,JINÉ,Ne,PLATNÁ,Vše,2016,December,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,JINÉ,JINÉ,TESLA,Elektropohon,Neuvedeno,ŠEDÁ,JINÉ,TESLA,JINÉ,Ne,PLATNÁ,Vše,2018,April,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,JINÉ,JINÉ,TESLA,Elektropohon,Neuvedeno,ŠEDÁ,JINÉ,TESLA,AUTOMATICKÁ,Ne,PLATNÁ,Vše,2014,February,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,JINÉ,JINÉ,TESLA,Elektropohon,Neuvedeno,ŠEDÁ,HATCHBACK,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2016,June,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,JINÉ,JINÉ,TESLA,Elektropohon,Neuvedeno,ŠEDÁ,HATCHBACK,JINÉ,AUTOMATICKÁ,Ne,PLATNÁ,Vše,2015,March,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,JINÉ,JINÉ,TESLA,Elektropohon,Neuvedeno,ŠEDÁ,HATCHBACK,TESLA,JINÉ,Ne,PLATNÁ,Vše,2017,December,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,JINÉ,JINÉ,TESLA,Elektropohon,Neuvedeno,ŠEDÁ,5 DVÉØOVÁ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2018,May,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,JINÉ,JINÉ,TESLA,Elektropohon,Neuvedeno,HNÌDÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2014,January,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,JINÉ,FORMAN,TESLA,Elektropohon,TESLA,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2015,March,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,ŠKODA/AZNP,ÈERVENÁ,JINÉ,ŠKODA/AZNP,JINÉ,Ne,NEPLATNÁ,Vše,1992,June,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2022,February,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2022,March,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2022,June,4
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2022,July,3
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2022,October,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2023,March,2
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2023,July,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2023,September,2
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2023,October,6
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2023,November,2
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2023,December,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2024,January,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2024,July,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ano,OSTATNÍ,Vše,2022,June,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2022,February,2
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2022,April,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2022,June,21
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2022,July,5
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2022,August,2
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2022,September,2
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2022,November,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2023,January,2
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2023,March,4
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2023,April,8
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2023,May,4
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2023,June,2
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2023,August,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2023,September,6
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2023,October,4
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2023,November,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2023,December,9
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2024,January,2
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2024,February,2
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2024,April,2
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2024,May,2
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2024,June,3
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2024,July,2
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2022,February,4
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2022,March,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2022,June,6
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2022,July,2
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2023,March,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2023,April,2
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2023,May,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2023,July,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2023,August,2
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2023,September,4
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2023,October,6
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2023,November,4
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2023,December,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2024,January,2
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2024,February,2
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2024,June,2
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2024,August,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,BÍLÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2022,February,3
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,BÍLÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2022,March,10
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,BÍLÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2022,April,3
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,BÍLÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2022,May,2
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,BÍLÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2022,June,15
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,BÍLÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2022,July,9
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,BÍLÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2022,August,6
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,BÍLÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2022,November,4
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,BÍLÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2022,December,2
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,BÍLÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2023,January,2
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,BÍLÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2023,March,4
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,BÍLÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2023,April,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,BÍLÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2023,May,10
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,BÍLÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2023,June,1
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,BÍLÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2023,July,2
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,BÍLÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2023,August,6
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,BÍLÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2023,September,12
PROVOZOVANÉ,OSOBNÍ AUTOMOBIL,HATCHBACK,RZ ELEKTRICKÉHO VOZIDLA (801-819),M1,ŠKODA,JINÉ,ŠKODA/AZNP,Elektropohon,VOLKSWAGEN,BÍLÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2023,October,9
